carriers,nodes,techs,timesteps,carrier_prod
power,CSTR,HFO_pp,2015-01-01 00:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 01:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 02:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 03:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 04:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 05:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 06:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 07:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 08:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 09:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 10:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 11:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 12:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 13:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 14:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 15:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 16:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 17:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 18:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 19:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 20:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 21:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 22:00:00,0.0
power,CSTR,HFO_pp,2015-01-01 23:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 00:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 01:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 02:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 03:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 04:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 05:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 06:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 07:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 08:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 09:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 10:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 11:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 12:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 13:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 14:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 15:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 16:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 17:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 18:00:00,16234.56660056315
power,CSTR,HFO_pp,2015-01-02 19:00:00,167413.14714892962
power,CSTR,HFO_pp,2015-01-02 20:00:00,116665.02976603006
power,CSTR,HFO_pp,2015-01-02 21:00:00,87055.07289848488
power,CSTR,HFO_pp,2015-01-02 22:00:00,0.0
power,CSTR,HFO_pp,2015-01-02 23:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 00:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 01:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 02:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 03:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 04:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 05:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 06:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 07:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 08:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 09:00:00,228.46543905657018
power,CSTR,HFO_pp,2015-01-03 10:00:00,2631.862178972602
power,CSTR,HFO_pp,2015-01-03 11:00:00,813.7037891294458
power,CSTR,HFO_pp,2015-01-03 12:00:00,14170.407297541155
power,CSTR,HFO_pp,2015-01-03 13:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 14:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 15:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 16:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 17:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 18:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 19:00:00,141056.9971784529
power,CSTR,HFO_pp,2015-01-03 20:00:00,141703.02949964133
power,CSTR,HFO_pp,2015-01-03 21:00:00,82579.83506273545
power,CSTR,HFO_pp,2015-01-03 22:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 23:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 00:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 01:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 02:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 03:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 04:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 05:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 06:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 07:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 08:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 09:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 10:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 11:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 12:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 13:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 14:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 15:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 16:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 17:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 18:00:00,60215.24384344416
power,CSTR,hvdc_132:MTKR,2015-01-01 19:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-01 20:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-01 21:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 22:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 23:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 00:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 01:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 02:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 03:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 04:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 05:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 06:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 07:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 08:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 09:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 10:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 11:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 12:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 13:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 14:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 15:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 16:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 17:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 18:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-02 19:00:00,54131.852851070376
power,CSTR,hvdc_132:MTKR,2015-01-02 20:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-02 21:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-02 22:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 23:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 00:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 01:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 02:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 03:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 04:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 05:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 06:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 07:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 08:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 09:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 10:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 11:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 12:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 13:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 14:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 15:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 16:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 17:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 18:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 19:00:00,58648.00282154709
power,CSTR,hvdc_132:MTKR,2015-01-03 20:00:00,61031.97050035867
power,CSTR,hvdc_132:MTKR,2015-01-03 21:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 22:00:00,71200.24384344416
power,CSTR,hvdc_132:MTKR,2015-01-03 23:00:00,53085.24384344416
power,CSTR,hvdc_132:NBOR,2015-01-01 00:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 01:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 02:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 03:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 04:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 05:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 06:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 07:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 08:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 09:00:00,94374.32157699352
power,CSTR,hvdc_132:NBOR,2015-01-01 10:00:00,92123.61422521957
power,CSTR,hvdc_132:NBOR,2015-01-01 11:00:00,90853.93817780082
power,CSTR,hvdc_132:NBOR,2015-01-01 12:00:00,93436.31383006343
power,CSTR,hvdc_132:NBOR,2015-01-01 13:00:00,94175.71446248323
power,CSTR,hvdc_132:NBOR,2015-01-01 14:00:00,104307.97122152298
power,CSTR,hvdc_132:NBOR,2015-01-01 15:00:00,113189.91493701056
power,CSTR,hvdc_132:NBOR,2015-01-01 16:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 17:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 18:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 19:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 20:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 21:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 22:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 23:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 00:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 01:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 02:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 03:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 04:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 05:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 06:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 07:00:00,46053.90874156765
power,CSTR,hvdc_132:NBOR,2015-01-02 08:00:00,73905.7930104438
power,CSTR,hvdc_132:NBOR,2015-01-02 09:00:00,85774.85878125324
power,CSTR,hvdc_132:NBOR,2015-01-02 10:00:00,93000.39870222201
power,CSTR,hvdc_132:NBOR,2015-01-02 11:00:00,91770.67411722094
power,CSTR,hvdc_132:NBOR,2015-01-02 12:00:00,91550.61467060952
power,CSTR,hvdc_132:NBOR,2015-01-02 13:00:00,90521.92138996367
power,CSTR,hvdc_132:NBOR,2015-01-02 14:00:00,88477.41277335012
power,CSTR,hvdc_132:NBOR,2015-01-02 15:00:00,92039.41593544913
power,CSTR,hvdc_132:NBOR,2015-01-02 16:00:00,94843.81656786893
power,CSTR,hvdc_132:NBOR,2015-01-02 17:00:00,88975.67411722094
power,CSTR,hvdc_132:NBOR,2015-01-02 18:00:00,98150.5050862499
power,CSTR,hvdc_132:NBOR,2015-01-02 19:00:00,0.0
power,CSTR,hvdc_132:NBOR,2015-01-02 20:00:00,21035.041920783
power,CSTR,hvdc_132:NBOR,2015-01-02 21:00:00,48974.99878832818
power,CSTR,hvdc_132:NBOR,2015-01-02 22:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 23:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 00:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 01:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 02:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 03:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 04:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 05:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 06:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 07:00:00,81074.51573322498
power,CSTR,hvdc_132:NBOR,2015-01-03 08:00:00,70233.74076148198
power,CSTR,hvdc_132:NBOR,2015-01-03 09:00:00,95081.60624775647
power,CSTR,hvdc_132:NBOR,2015-01-03 10:00:00,99243.20950784045
power,CSTR,hvdc_132:NBOR,2015-01-03 11:00:00,100101.3678976836
power,CSTR,hvdc_132:NBOR,2015-01-03 12:00:00,86444.66438927191
power,CSTR,hvdc_132:NBOR,2015-01-03 13:00:00,81558.29794518865
power,CSTR,hvdc_132:NBOR,2015-01-03 14:00:00,70034.78191265713
power,CSTR,hvdc_132:NBOR,2015-01-03 15:00:00,101229.07291693166
power,CSTR,hvdc_132:NBOR,2015-01-03 16:00:00,99486.62687951775
power,CSTR,hvdc_132:NBOR,2015-01-03 17:00:00,98079.18087161462
power,CSTR,hvdc_132:NBOR,2015-01-03 18:00:00,84330.76696658488
power,CSTR,hvdc_132:NBOR,2015-01-03 19:00:00,0.0
power,CSTR,hvdc_132:NBOR,2015-01-03 20:00:00,0.0
power,CSTR,hvdc_132:NBOR,2015-01-03 21:00:00,31715.236624077606
power,CSTR,hvdc_132:NBOR,2015-01-03 22:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 23:00:00,116464.75615655584
power,CSTR,hvdc_220:MTKR,2015-01-01 00:00:00,60505.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 01:00:00,65155.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 02:00:00,62295.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 03:00:00,57780.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 04:00:00,53080.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 05:00:00,51045.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 06:00:00,44170.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 07:00:00,41150.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 08:00:00,53260.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 09:00:00,79285.67842300648
power,CSTR,hvdc_220:MTKR,2015-01-01 10:00:00,78941.38577478043
power,CSTR,hvdc_220:MTKR,2015-01-01 11:00:00,78056.06182219918
power,CSTR,hvdc_220:MTKR,2015-01-01 12:00:00,71563.68616993657
power,CSTR,hvdc_220:MTKR,2015-01-01 13:00:00,70924.28553751677
power,CSTR,hvdc_220:MTKR,2015-01-01 14:00:00,60202.02877847701
power,CSTR,hvdc_220:MTKR,2015-01-01 15:00:00,54890.085062989434
power,CSTR,hvdc_220:MTKR,2015-01-01 16:00:00,49370.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 17:00:00,45160.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 18:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-01 19:00:00,6085.315530257212
power,CSTR,hvdc_220:MTKR,2015-01-01 20:00:00,9180.315530257212
power,CSTR,hvdc_220:MTKR,2015-01-01 21:00:00,84110.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 22:00:00,62410.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 23:00:00,40195.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 00:00:00,43800.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 01:00:00,46415.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 02:00:00,45675.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 03:00:00,38560.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 04:00:00,37825.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 05:00:00,33010.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 06:00:00,30400.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-02 07:00:00,110931.09125843235
power,CSTR,hvdc_220:MTKR,2015-01-02 08:00:00,103504.2069895562
power,CSTR,hvdc_220:MTKR,2015-01-02 09:00:00,99225.14121874676
power,CSTR,hvdc_220:MTKR,2015-01-02 10:00:00,97749.60129777799
power,CSTR,hvdc_220:MTKR,2015-01-02 11:00:00,99274.32588277906
power,CSTR,hvdc_220:MTKR,2015-01-02 12:00:00,97159.38532939048
power,CSTR,hvdc_220:MTKR,2015-01-02 13:00:00,98143.07861003633
power,CSTR,hvdc_220:MTKR,2015-01-02 14:00:00,99077.58722664988
power,CSTR,hvdc_220:MTKR,2015-01-02 15:00:00,95880.58406455087
power,CSTR,hvdc_220:MTKR,2015-01-02 16:00:00,95241.18343213107
power,CSTR,hvdc_220:MTKR,2015-01-02 17:00:00,99274.32588277906
power,CSTR,hvdc_220:MTKR,2015-01-02 18:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-02 19:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-02 20:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-02 21:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-02 22:00:00,85195.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 23:00:00,71550.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-03 00:00:00,43515.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-03 01:00:00,36585.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-03 02:00:00,30735.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 03:00:00,30355.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 04:00:00,28525.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 05:00:00,29860.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 06:00:00,22245.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 07:00:00,69645.48426677502
power,CSTR,hvdc_220:MTKR,2015-01-03 08:00:00,16026.33092533108
power,CSTR,hvdc_220:MTKR,2015-01-03 09:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 10:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 11:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 12:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 13:00:00,12681.7737416244
power,CSTR,hvdc_220:MTKR,2015-01-03 14:00:00,89870.21808734287
power,CSTR,hvdc_220:MTKR,2015-01-03 15:00:00,66300.92708306834
power,CSTR,hvdc_220:MTKR,2015-01-03 16:00:00,66153.37312048225
power,CSTR,hvdc_220:MTKR,2015-01-03 17:00:00,66005.81912838538
power,CSTR,hvdc_220:MTKR,2015-01-03 18:00:00,8849.304720228172
power,CSTR,hvdc_220:MTKR,2015-01-03 19:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 20:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 21:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 22:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 23:00:00,0.0
power,MTKR,L_hydro_pp,2015-01-01 00:00:00,92620.0
power,MTKR,L_hydro_pp,2015-01-01 01:00:00,81610.0
power,MTKR,L_hydro_pp,2015-01-01 02:00:00,75600.0
power,MTKR,L_hydro_pp,2015-01-01 03:00:00,74600.0
power,MTKR,L_hydro_pp,2015-01-01 04:00:00,76600.0
power,MTKR,L_hydro_pp,2015-01-01 05:00:00,74600.0
power,MTKR,L_hydro_pp,2015-01-01 06:00:00,90600.0
power,MTKR,L_hydro_pp,2015-01-01 07:00:00,92120.0
power,MTKR,L_hydro_pp,2015-01-01 08:00:00,121120.0
