costs,nodes,techs,timesteps,cost_var
monetary,CSTR,HFO_pp,2015-01-01 00:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 01:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 02:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 03:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 04:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 05:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 06:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 07:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 08:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 09:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 10:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 11:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 12:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 13:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 14:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 15:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 16:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 17:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 18:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 19:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 20:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 21:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 22:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-01 23:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 00:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 01:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 02:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 03:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 04:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 05:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 06:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 07:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 08:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 09:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 10:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 11:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 12:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 13:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 14:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 15:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 16:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 17:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 18:00:00,1892.3010829616546
monetary,CSTR,HFO_pp,2015-01-02 19:00:00,19513.67643167924
monetary,CSTR,HFO_pp,2015-01-02 20:00:00,13598.475869528478
monetary,CSTR,HFO_pp,2015-01-02 21:00:00,10147.139297047406
monetary,CSTR,HFO_pp,2015-01-02 22:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-02 23:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 00:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 01:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 02:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 03:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 04:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 05:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 06:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 07:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 08:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 09:00:00,26.629931576450783
monetary,CSTR,HFO_pp,2015-01-03 10:00:00,306.76985558106185
monetary,CSTR,HFO_pp,2015-01-03 11:00:00,94.84531366094517
monetary,CSTR,HFO_pp,2015-01-03 12:00:00,1651.7026746014108
monetary,CSTR,HFO_pp,2015-01-03 13:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 14:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 15:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 16:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 17:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 18:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 19:00:00,16441.603591120474
monetary,CSTR,HFO_pp,2015-01-03 20:00:00,16516.905118478197
monetary,CSTR,HFO_pp,2015-01-03 21:00:00,9625.505574912459
monetary,CSTR,HFO_pp,2015-01-03 22:00:00,0.0
monetary,CSTR,HFO_pp,2015-01-03 23:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 00:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 01:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 02:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 03:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 04:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 05:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 06:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 07:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 08:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 09:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 10:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 11:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 12:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 13:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 14:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 15:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 16:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 17:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 18:00:00,7.921917480043513
monetary,CSTR,hvdc_132:MTKR,2015-01-01 19:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-01 20:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-01 21:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 22:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-01 23:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 00:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 01:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 02:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 03:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 04:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 05:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 06:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 07:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 08:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 09:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 10:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 11:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 12:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 13:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 14:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 15:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 16:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 17:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 18:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-02 19:00:00,7.1215865610868185
monetary,CSTR,hvdc_132:MTKR,2015-01-02 20:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-02 21:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-02 22:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-02 23:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 00:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 01:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 02:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 03:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 04:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 05:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 06:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 07:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 08:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-03 09:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-03 10:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-03 11:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-03 12:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-03 13:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-03 14:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 15:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 16:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 17:00:00,0.0
monetary,CSTR,hvdc_132:MTKR,2015-01-03 18:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-03 19:00:00,7.715731251202732
monetary,CSTR,hvdc_132:MTKR,2015-01-03 20:00:00,8.029366039027185
monetary,CSTR,hvdc_132:MTKR,2015-01-03 21:00:00,10.505056568882875
monetary,CSTR,hvdc_132:MTKR,2015-01-03 22:00:00,9.367104080043513
monetary,CSTR,hvdc_132:MTKR,2015-01-03 23:00:00,6.983894680043513
monetary,CSTR,hvdc_132:NBOR,2015-01-01 00:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 01:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 02:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 03:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 04:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 05:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 06:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 07:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 08:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 09:00:00,12.415885746669264
monetary,CSTR,hvdc_132:NBOR,2015-01-01 10:00:00,12.119782687469884
monetary,CSTR,hvdc_132:NBOR,2015-01-01 11:00:00,11.952744106671474
monetary,CSTR,hvdc_132:NBOR,2015-01-01 12:00:00,12.292481447483143
monetary,CSTR,hvdc_132:NBOR,2015-01-01 13:00:00,12.38975699468429
monetary,CSTR,hvdc_132:NBOR,2015-01-01 14:00:00,13.722756693903563
monetary,CSTR,hvdc_132:NBOR,2015-01-01 15:00:00,14.891265209113108
monetary,CSTR,hvdc_132:NBOR,2015-01-01 16:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 17:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 18:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 19:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 20:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 21:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 22:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-01 23:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 00:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 01:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 02:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 03:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 04:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 05:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 06:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 07:00:00,6.058852234040639
monetary,CSTR,hvdc_132:NBOR,2015-01-02 08:00:00,9.723046128453985
monetary,CSTR,hvdc_132:NBOR,2015-01-02 09:00:00,11.284540421261674
monetary,CSTR,hvdc_132:NBOR,2015-01-02 10:00:00,12.235132453264328
monetary,CSTR,hvdc_132:NBOR,2015-01-02 11:00:00,12.073349886861587
monetary,CSTR,hvdc_132:NBOR,2015-01-02 12:00:00,12.044398866065388
monetary,CSTR,hvdc_132:NBOR,2015-01-02 13:00:00,11.90906397806362
monetary,CSTR,hvdc_132:NBOR,2015-01-02 14:00:00,11.640088424461942
monetary,CSTR,hvdc_132:NBOR,2015-01-02 15:00:00,12.108705560467687
monetary,CSTR,hvdc_132:NBOR,2015-01-02 16:00:00,12.477652507668836
monetary,CSTR,hvdc_132:NBOR,2015-01-02 17:00:00,11.705639686861588
monetary,CSTR,hvdc_132:NBOR,2015-01-02 18:00:00,12.912680449147022
monetary,CSTR,hvdc_132:NBOR,2015-01-02 19:00:00,0.0
monetary,CSTR,hvdc_132:NBOR,2015-01-02 20:00:00,2.767370115098196
monetary,CSTR,hvdc_132:NBOR,2015-01-02 21:00:00,6.443150840592447
monetary,CSTR,hvdc_132:NBOR,2015-01-02 22:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-02 23:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 00:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 01:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 02:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 03:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 04:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 05:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 06:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 07:00:00,10.66616328986308
monetary,CSTR,hvdc_132:NBOR,2015-01-03 08:00:00,9.23995093458057
monetary,CSTR,hvdc_132:NBOR,2015-01-03 09:00:00,12.508936117954823
monetary,CSTR,hvdc_132:NBOR,2015-01-03 10:00:00,13.056436642851471
monetary,CSTR,hvdc_132:NBOR,2015-01-03 11:00:00,13.169335960619236
monetary,CSTR,hvdc_132:NBOR,2015-01-03 12:00:00,11.372660047052596
monetary,CSTR,hvdc_132:NBOR,2015-01-03 13:00:00,10.72980967766902
monetary,CSTR,hvdc_132:NBOR,2015-01-03 14:00:00,9.213775908429174
monetary,CSTR,hvdc_132:NBOR,2015-01-03 15:00:00,13.317696832951532
monetary,CSTR,hvdc_132:NBOR,2015-01-03 16:00:00,13.088460632269356
monetary,CSTR,hvdc_132:NBOR,2015-01-03 17:00:00,12.90329703546962
monetary,CSTR,hvdc_132:NBOR,2015-01-03 18:00:00,11.094555702123909
monetary,CSTR,hvdc_132:NBOR,2015-01-03 19:00:00,0.0
monetary,CSTR,hvdc_132:NBOR,2015-01-03 20:00:00,0.0
monetary,CSTR,hvdc_132:NBOR,2015-01-03 21:00:00,4.172456530263634
monetary,CSTR,hvdc_132:NBOR,2015-01-03 22:00:00,15.322103319956486
monetary,CSTR,hvdc_132:NBOR,2015-01-03 23:00:00,15.322103319956486
monetary,CSTR,hvdc_220:MTKR,2015-01-01 00:00:00,7.281685086070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 01:00:00,7.841303286070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 02:00:00,7.497108006070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 03:00:00,6.9537367860708175
monetary,CSTR,hvdc_220:MTKR,2015-01-01 04:00:00,6.388101186070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 05:00:00,6.143193006070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 06:00:00,5.3158005060708176
monetary,CSTR,hvdc_220:MTKR,2015-01-01 07:00:00,4.952349546070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 08:00:00,6.409763826070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 09:00:00,9.541872826851986
monetary,CSTR,hvdc_220:MTKR,2015-01-01 10:00:00,9.500437895223277
monetary,CSTR,hvdc_220:MTKR,2015-01-01 11:00:00,9.393890928178028
monetary,CSTR,hvdc_220:MTKR,2015-01-01 12:00:00,8.612546503179528
monetary,CSTR,hvdc_220:MTKR,2015-01-01 13:00:00,8.53559591586907
monetary,CSTR,hvdc_220:MTKR,2015-01-01 14:00:00,7.245193759432153
monetary,CSTR,hvdc_220:MTKR,2015-01-01 15:00:00,6.605911957160654
monetary,CSTR,hvdc_220:MTKR,2015-01-01 16:00:00,5.941610106070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 17:00:00,5.434945026070817
monetary,CSTR,hvdc_220:MTKR,2015-01-01 18:00:00,0.0
monetary,CSTR,hvdc_220:MTKR,2015-01-01 19:00:00,0.7323555534353949
monetary,CSTR,hvdc_220:MTKR,2015-01-01 20:00:00,1.104832613435395
monetary,CSTR,hvdc_220:MTKR,2015-01-01 21:00:00,10.122499626070818
monetary,CSTR,hvdc_220:MTKR,2015-01-01 22:00:00,7.5109480260708175
monetary,CSTR,hvdc_220:MTKR,2015-01-01 23:00:00,4.837417206070818
monetary,CSTR,hvdc_220:MTKR,2015-01-02 00:00:00,5.271271746070817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 01:00:00,5.585981766070817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 02:00:00,5.496924246070817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 03:00:00,4.640648226070817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 04:00:00,4.552192446070817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 05:00:00,3.972716826070817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 06:00:00,3.658608546070817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 07:00:00,13.350334970769817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 08:00:00,12.456524302779108
monetary,CSTR,hvdc_220:MTKR,2015-01-02 09:00:00,11.941547295393734
monetary,CSTR,hvdc_220:MTKR,2015-01-02 10:00:00,11.763969016984985
monetary,CSTR,hvdc_220:MTKR,2015-01-02 11:00:00,11.947466571340692
monetary,CSTR,hvdc_220:MTKR,2015-01-02 12:00:00,11.692937705621485
monetary,CSTR,hvdc_220:MTKR,2015-01-02 13:00:00,11.811323224560653
monetary,CSTR,hvdc_220:MTKR,2015-01-02 14:00:00,11.923789467552858
monetary,CSTR,hvdc_220:MTKR,2015-01-02 15:00:00,11.539036531000567
monetary,CSTR,hvdc_220:MTKR,2015-01-02 16:00:00,11.46208594369011
monetary,CSTR,hvdc_220:MTKR,2015-01-02 17:00:00,11.947466571340692
monetary,CSTR,hvdc_220:MTKR,2015-01-02 18:00:00,0.0
monetary,CSTR,hvdc_220:MTKR,2015-01-02 19:00:00,0.0
monetary,CSTR,hvdc_220:MTKR,2015-01-02 20:00:00,0.0
monetary,CSTR,hvdc_220:MTKR,2015-01-02 21:00:00,0.0
monetary,CSTR,hvdc_220:MTKR,2015-01-02 22:00:00,10.253077206070817
monetary,CSTR,hvdc_220:MTKR,2015-01-02 23:00:00,8.610928746070817
monetary,CSTR,hvdc_220:MTKR,2015-01-03 00:00:00,5.2369725660708175
monetary,CSTR,hvdc_220:MTKR,2015-01-03 01:00:00,4.402960926070818
monetary,CSTR,hvdc_220:MTKR,2015-01-03 02:00:00,3.6989251260708174
monetary,CSTR,hvdc_220:MTKR,2015-01-03 03:00:00,3.6531928860708174
monetary,CSTR,hvdc_220:MTKR,2015-01-03 04:00:00,3.4329560460708173
monetary,CSTR,hvdc_220:MTKR,2015-01-03 05:00:00,3.5936206260708174
monetary,CSTR,hvdc_220:MTKR,2015-01-03 06:00:00,2.6771706060708174
monetary,CSTR,hvdc_220:MTKR,2015-01-03 07:00:00,8.381694740537839
monetary,CSTR,hvdc_220:MTKR,2015-01-03 08:00:00,1.928736874201743
